,MATCHUP,PTS,FG%,3P%,FT%,OREB,DREB,AST,STL,BLK,TOV,PF
1898,GSW @ MIL,21.0,7.100000000000001,-1.9999999999999964,-7.200000000000003,6.0,14.0,1.0,-3.0,1.0,6.0,3.0
1899,MIL vs. GSW,-21.0,-7.100000000000001,1.9999999999999964,7.200000000000003,-6.0,-14.0,-1.0,3.0,-1.0,-6.0,-3.0
1900,NOP @ MIA,-19.0,-4.5,0.0,-1.7999999999999972,3.0,-1.0,-6.0,3.0,2.0,4.0,4.0
1901,MIA vs. NOP,19.0,4.5,0.0,1.7999999999999972,-3.0,1.0,6.0,-3.0,-2.0,-4.0,-4.0
1902,GSW @ MIL,-6.0,-5.399999999999999,-1.9999999999999964,-13.299999999999997,7.0,10.0,-3.0,-1.0,2.0,5.0,4.0
1903,MIA vs. NOP,6.0,5.399999999999999,1.9999999999999964,13.299999999999997,-7.0,-10.0,3.0,1.0,-2.0,-5.0,-4.0
1904,OKC @ UTA,-11.0,-19.5,-26.799999999999997,3.1999999999999886,12.0,-12.0,-4.0,7.0,-4.0,-7.0,7.0
1905,UTA vs. OKC,11.0,19.5,26.799999999999997,-3.1999999999999886,-12.0,12.0,4.0,-7.0,4.0,7.0,-7.0
1906,DET @ NYK,-4.0,-3.5,-18.8,8.299999999999997,7.0,9.0,-5.0,-2.0,0.0,3.0,-2.0
1907,NYK vs. DET,4.0,3.5,18.8,-8.299999999999997,-7.0,-9.0,5.0,2.0,0.0,-3.0,2.0
1908,LAL @ DAL,-13.0,-11.299999999999997,6.100000000000001,9.200000000000003,5.0,1.0,-11.0,-11.0,0.0,7.0,-1.0
1909,DAL vs. LAL,13.0,11.299999999999997,-6.100000000000001,-9.200000000000003,-5.0,-1.0,11.0,11.0,0.0,-7.0,1.0
1910,POR @ SAC,9.0,-8.5,7.800000000000001,18.099999999999994,5.0,2.0,0.0,-6.0,1.0,-1.0,21.0
1911,SAS @ MEM,-9.0,8.5,-7.800000000000001,-18.099999999999994,-5.0,-2.0,0.0,6.0,-1.0,1.0,-21.0
1912,MIN @ PHI,31.0,-1.5,17.1,9.5,10.0,3.0,2.0,4.0,0.0,-9.0,-8.0
1913,PHI vs. MIN,-31.0,1.5,-17.1,-9.5,-10.0,-3.0,-2.0,-4.0,0.0,9.0,8.0
1914,ORL @ LAC,-20.0,-6.5,1.2999999999999972,-16.599999999999994,2.0,-3.0,-15.0,-1.0,-9.0,3.0,3.0
1915,LAC vs. ORL,20.0,6.5,-1.2999999999999972,16.599999999999994,-2.0,3.0,15.0,1.0,9.0,-3.0,-3.0
1916,ATL @ BKN,-5.0,-2.6999999999999957,3.6999999999999957,26.89999999999999,-5.0,1.0,4.0,-5.0,-1.0,7.0,-2.0
1917,BKN vs. ATL,5.0,2.6999999999999957,-3.6999999999999957,-26.89999999999999,5.0,-1.0,-4.0,5.0,1.0,-7.0,2.0
1918,MEM @ DET,28.0,6.0,29.799999999999997,31.799999999999997,7.0,9.0,8.0,0.0,-1.0,-1.0,-5.0
1919,DET vs. MEM,-28.0,-6.0,-29.799999999999997,-31.799999999999997,-7.0,-9.0,-8.0,0.0,1.0,1.0,5.0
1920,IND @ CLE,4.0,2.1999999999999957,3.299999999999997,-8.200000000000003,-6.0,-1.0,3.0,1.0,2.0,-5.0,-6.0
1921,CLE vs. IND,-4.0,-2.1999999999999957,-3.299999999999997,8.200000000000003,6.0,1.0,-3.0,-1.0,-2.0,5.0,6.0
1922,NYK @ DAL,12.0,7.700000000000003,15.399999999999999,25.699999999999996,2.0,11.0,7.0,2.0,2.0,4.0,1.0
1923,DAL vs. NYK,-12.0,-7.700000000000003,-15.399999999999999,-25.699999999999996,-2.0,-11.0,-7.0,-2.0,-2.0,-4.0,-1.0
1924,MEM @ DET,-25.0,-6.799999999999997,11.899999999999999,2.5999999999999943,2.0,-1.0,-1.0,-8.0,-4.0,-5.0,-10.0
1925,DEN @ LAL,25.0,6.799999999999997,-11.899999999999999,-2.5999999999999943,-2.0,1.0,1.0,8.0,4.0,5.0,10.0
1926,GSW @ WAS,16.0,7.600000000000001,10.899999999999999,-15.0,-1.0,4.0,1.0,0.0,2.0,-1.0,-2.0
1927,WAS vs. GSW,-16.0,-7.600000000000001,-10.899999999999999,15.0,1.0,-4.0,-1.0,0.0,-2.0,1.0,2.0
1928,BOS @ OKC,-23.0,-8.0,0.3999999999999986,-14.900000000000006,0.0,-6.0,-5.0,-5.0,1.0,6.0,10.0
1929,OKC vs. BOS,23.0,8.0,-0.3999999999999986,14.900000000000006,0.0,6.0,5.0,5.0,-1.0,-6.0,-10.0
1930,DEN @ LAL,22.0,6.299999999999997,27.099999999999998,1.4000000000000057,8.0,12.0,6.0,4.0,3.0,0.0,7.0
1931,LAL vs. DEN,-22.0,-6.299999999999997,-27.099999999999998,-1.4000000000000057,-8.0,-12.0,-6.0,-4.0,-3.0,0.0,-7.0
1932,TOR @ MIA,-5.0,3.700000000000003,4.5,-28.1,-7.0,-1.0,7.0,-3.0,5.0,3.0,-1.0
1933,MIA vs. TOR,5.0,-3.700000000000003,-4.5,28.1,7.0,1.0,-7.0,3.0,-5.0,-3.0,1.0
1934,OKC @ MIN,4.0,2.5,-1.7000000000000028,34.300000000000004,1.0,4.0,-3.0,-5.0,7.0,7.0,5.0
1935,MIN vs. OKC,-4.0,-2.5,1.7000000000000028,-34.300000000000004,-1.0,-4.0,3.0,5.0,-7.0,-7.0,-5.0
1936,CHA @ SAC,10.0,8.5,24.700000000000003,-7.500000000000007,-11.0,-3.0,5.0,-3.0,-1.0,-3.0,-4.0
1937,SAC vs. CHA,-10.0,-8.5,-24.700000000000003,7.500000000000007,11.0,3.0,-5.0,3.0,1.0,3.0,4.0
1938,LAC @ SAS,-11.0,1.0999999999999943,-15.299999999999997,3.0,-10.0,-9.0,4.0,-2.0,-2.0,1.0,1.0
1939,SAC vs. CHA,11.0,-1.0999999999999943,15.299999999999997,-3.0,10.0,9.0,-4.0,2.0,2.0,-1.0,-1.0
1940,OKC @ MIN,15.0,-6.199999999999996,-14.300000000000004,16.400000000000006,5.0,4.0,4.0,4.0,4.0,-3.0,9.0
1941,MIL @ PHX,-15.0,6.199999999999996,14.300000000000004,-16.400000000000006,-5.0,-4.0,-4.0,-4.0,-4.0,3.0,-9.0
1942,MIL @ PHX,-16.0,6.199999999999996,3.200000000000003,-8.0,-4.0,4.0,-2.0,-10.0,2.0,14.0,-1.0
1943,PHX vs. MIL,16.0,-6.199999999999996,-3.200000000000003,8.0,4.0,-4.0,2.0,10.0,-2.0,-14.0,1.0
1944,CLE @ BKN,-7.0,-7.0,12.200000000000003,-16.400000000000006,8.0,4.0,-10.0,0.0,-1.0,2.0,4.0
1945,BKN vs. CLE,7.0,7.0,-12.200000000000003,16.400000000000006,-8.0,-4.0,10.0,0.0,1.0,-2.0,-4.0
1946,ATL @ CHI,-29.0,-17.0,-31.4,24.800000000000004,11.0,-6.0,-1.0,4.0,4.0,4.0,1.0
1947,CHA @ SAC,29.0,17.0,31.4,-24.800000000000004,-11.0,6.0,1.0,-4.0,-4.0,-4.0,-1.0
1948,CHA @ SAC,-3.0,-1.3999999999999986,37.8,-14.100000000000001,-5.0,1.0,-12.0,0.0,0.0,-1.0,-1.0
1949,SAS vs. LAC,3.0,1.3999999999999986,-37.8,14.100000000000001,5.0,-1.0,12.0,0.0,0.0,1.0,1.0
1950,LAC @ SAS,-24.0,-8.800000000000004,-2.1999999999999993,-3.5999999999999943,-4.0,-5.0,-13.0,1.0,-1.0,3.0,4.0
1951,SAS vs. LAC,24.0,8.800000000000004,2.1999999999999993,3.5999999999999943,4.0,5.0,13.0,-1.0,1.0,-3.0,-4.0
1952,PHI @ POR,2.0,9.100000000000001,15.000000000000002,-9.200000000000003,-13.0,-3.0,-8.0,5.0,-6.0,-4.0,5.0
1953,POR vs. PHI,-2.0,-9.100000000000001,-15.000000000000002,9.200000000000003,13.0,3.0,8.0,-5.0,6.0,4.0,-5.0
1954,MIL @ PHX,-1.0,8.899999999999999,19.0,9.200000000000003,-1.0,-6.0,0.0,-9.0,1.0,11.0,-5.0
1955,PHI @ POR,1.0,-8.899999999999999,-19.0,-9.200000000000003,1.0,6.0,0.0,9.0,-1.0,-11.0,5.0
1956,MIA @ ORL,16.0,12.800000000000004,6.699999999999999,-5.8999999999999915,-5.0,4.0,7.0,3.0,-1.0,0.0,-8.0
1957,ORL vs. MIA,-16.0,-12.800000000000004,-6.699999999999999,5.8999999999999915,5.0,-4.0,-7.0,-3.0,1.0,0.0,8.0
1958,ATL @ CHI,-7.0,-3.5,-6.699999999999996,6.5,-3.0,-6.0,2.0,-3.0,-4.0,2.0,5.0
1959,CHI vs. ATL,7.0,3.5,6.699999999999996,-6.5,3.0,6.0,-2.0,3.0,4.0,-2.0,-5.0
1960,NOP @ IND,-17.0,-1.3999999999999986,1.4999999999999964,-8.299999999999997,-9.0,-3.0,-5.0,4.0,-3.0,2.0,-5.0
1961,IND vs. NOP,17.0,1.3999999999999986,-1.4999999999999964,8.299999999999997,9.0,3.0,5.0,-4.0,3.0,-2.0,5.0
1962,OKC @ MIN,5.0,-5.899999999999999,-4.200000000000003,19.0,3.0,2.0,-1.0,-2.0,6.0,7.0,13.0
1963,MIA @ ORL,-5.0,5.899999999999999,4.200000000000003,-19.0,-3.0,-2.0,1.0,2.0,-6.0,-7.0,-13.0
1964,UTA @ LAL,-11.0,-7.699999999999996,-10.900000000000002,-11.0,2.0,-7.0,-5.0,1.0,-3.0,0.0,-5.0
1965,LAL vs. UTA,11.0,7.699999999999996,10.900000000000002,11.0,-2.0,7.0,5.0,-1.0,3.0,0.0,5.0
1966,UTA @ LAL,-20.0,-4.599999999999994,-8.3,-13.700000000000003,-1.0,-4.0,7.0,0.0,-1.0,0.0,4.0
1967,LAC @ DAL,20.0,4.599999999999994,8.3,13.700000000000003,1.0,4.0,-7.0,0.0,1.0,0.0,-4.0
1968,GSW @ ATL,1.0,-1.5,-10.099999999999998,-16.200000000000003,6.0,0.0,7.0,0.0,3.0,2.0,-2.0
1969,ATL vs. GSW,-1.0,1.5,10.099999999999998,16.200000000000003,-6.0,0.0,-7.0,0.0,-3.0,-2.0,2.0
1970,NYK @ HOU,-2.0,-4.299999999999997,-1.0,-14.900000000000006,7.0,-7.0,4.0,5.0,-1.0,-7.0,3.0
1971,HOU vs. NYK,2.0,4.299999999999997,1.0,14.900000000000006,-7.0,7.0,-4.0,-5.0,1.0,7.0,-3.0
1972,MEM @ DEN,-3.0,-5.099999999999994,0.8000000000000043,0.09999999999999432,-1.0,-5.0,-4.0,4.0,-2.0,-3.0,-7.0
1973,DEN vs. MEM,3.0,5.099999999999994,-0.8000000000000043,-0.09999999999999432,1.0,5.0,4.0,-4.0,2.0,3.0,7.0
1974,LAC @ DAL,7.0,-2.3000000000000043,-3.799999999999997,7.5,2.0,5.0,-8.0,-3.0,3.0,-1.0,-9.0
1975,DAL vs. LAC,-7.0,2.3000000000000043,3.799999999999997,-7.5,-2.0,-5.0,8.0,3.0,-3.0,1.0,9.0
1976,TOR @ WAS,13.0,9.100000000000001,16.700000000000003,-17.19999999999999,-6.0,-3.0,10.0,1.0,2.0,-5.0,6.0
1977,WAS vs. TOR,-13.0,-9.100000000000001,-16.700000000000003,17.19999999999999,6.0,3.0,-10.0,-1.0,-2.0,5.0,-6.0
1978,NOP @ BOS,3.0,14.600000000000001,9.199999999999996,-4.799999999999997,-10.0,6.0,1.0,-2.0,-1.0,6.0,-2.0
1979,BOS vs. NOP,-3.0,-14.600000000000001,-9.199999999999996,4.799999999999997,10.0,-6.0,-1.0,2.0,1.0,-6.0,2.0
1980,GSW @ MIA,36.0,8.700000000000003,33.5,5.6000000000000085,0.0,6.0,8.0,1.0,-3.0,5.0,5.0
1981,MIL @ UTA,-36.0,-8.700000000000003,-33.5,-5.6000000000000085,0.0,-6.0,-8.0,-1.0,3.0,-5.0,-5.0
1982,CHA @ POR,-30.0,-15.100000000000001,-19.800000000000004,9.199999999999989,-6.0,-16.0,-19.0,2.0,0.0,-6.0,-15.0
1983,POR vs. CHA,30.0,15.100000000000001,19.800000000000004,-9.199999999999989,6.0,16.0,19.0,-2.0,0.0,6.0,15.0
1984,BKN @ OKC,2.0,-5.700000000000003,-3.3999999999999986,-6.799999999999997,3.0,-2.0,-4.0,4.0,-4.0,-2.0,-3.0
1985,OKC vs. BKN,-2.0,5.700000000000003,3.3999999999999986,6.799999999999997,-3.0,2.0,4.0,-4.0,4.0,2.0,3.0
1986,PHI @ SAC,12.0,-1.3999999999999986,-17.499999999999996,9.0,4.0,9.0,-6.0,7.0,7.0,0.0,15.0
1987,SAS vs. NYK,-12.0,1.3999999999999986,17.499999999999996,-9.0,-4.0,-9.0,6.0,-7.0,-7.0,0.0,-15.0
1988,NYK @ SAS,4.0,3.1999999999999957,9.100000000000001,21.599999999999994,0.0,6.0,-10.0,2.0,1.0,1.0,7.0
1989,SAS vs. NYK,-4.0,-3.1999999999999957,-9.100000000000001,-21.599999999999994,0.0,-6.0,10.0,-2.0,-1.0,-1.0,-7.0
1990,ORL @ CLE,-6.0,3.700000000000003,6.899999999999999,-15.199999999999996,-9.0,-1.0,-1.0,-1.0,7.0,2.0,-1.0
1991,CLE vs. ORL,6.0,-3.700000000000003,-6.899999999999999,15.199999999999996,9.0,1.0,1.0,1.0,-7.0,-2.0,1.0
1992,GSW @ MIA,9.0,4.800000000000004,7.300000000000004,0.29999999999999716,1.0,8.0,9.0,-1.0,-1.0,3.0,5.0
1993,MIA vs. GSW,-9.0,-4.800000000000004,-7.300000000000004,-0.29999999999999716,-1.0,-8.0,-9.0,1.0,1.0,-3.0,-5.0
1994,MIL @ UTA,-9.0,3.0,-25.599999999999998,-21.400000000000006,-3.0,-6.0,6.0,-2.0,-2.0,2.0,4.0
1995,UTA vs. MIL,9.0,-3.0,25.599999999999998,21.400000000000006,3.0,6.0,-6.0,2.0,2.0,-2.0,-4.0
1996,MEM @ PHX,8.0,6.699999999999996,-5.300000000000001,0.8000000000000043,6.0,13.0,2.0,-5.0,-1.0,3.0,2.0
1997,PHX vs. MEM,-8.0,-6.699999999999996,5.300000000000001,-0.8000000000000043,-6.0,-13.0,-2.0,5.0,1.0,-3.0,-2.0
1998,BOS @ CHI,-22.0,-3.5,-27.099999999999998,-11.0,7.0,11.0,0.0,-3.0,6.0,10.0,16.0
1999,CHA @ POR,22.0,3.5,27.099999999999998,11.0,-7.0,-11.0,0.0,3.0,-6.0,-10.0,-16.0
2000,PHI @ SAC,9.0,4.5,-4.099999999999998,4.400000000000006,-3.0,-1.0,9.0,8.0,4.0,-10.0,4.0
2001,SAC vs. PHI,-9.0,-4.5,4.099999999999998,-4.400000000000006,3.0,1.0,-9.0,-8.0,-4.0,10.0,-4.0
2002,NYK @ SAS,1.0,9.099999999999994,22.5,17.0,-7.0,-4.0,5.0,3.0,-2.0,-9.0,-4.0
2003,SAC vs. PHI,-1.0,-9.099999999999994,-22.5,-17.0,7.0,4.0,-5.0,-3.0,2.0,9.0,4.0
2004,MEM @ PHX,-14.0,1.0999999999999943,-4.900000000000002,-20.300000000000004,6.0,6.0,-3.0,-6.0,-7.0,3.0,-15.0
2005,PHI @ SAC,14.0,-1.0999999999999943,4.900000000000002,20.300000000000004,-6.0,-6.0,3.0,6.0,7.0,-3.0,15.0
2006,BOS @ CHI,-12.0,-2.200000000000003,3.3999999999999986,-9.0,1.0,6.0,-11.0,0.0,2.0,6.0,7.0
2007,CHI vs. BOS,12.0,2.200000000000003,-3.3999999999999986,9.0,-1.0,-6.0,11.0,0.0,-2.0,-6.0,-7.0
2008,DAL @ WAS,9.0,1.0,4.199999999999999,21.299999999999997,-3.0,1.0,1.0,3.0,-3.0,-3.0,-9.0
2009,WAS vs. DAL,-9.0,-1.0,-4.199999999999999,-21.299999999999997,3.0,-1.0,-1.0,-3.0,3.0,3.0,9.0
2010,IND @ TOR,-13.0,-0.3999999999999986,-1.0999999999999943,-22.0,-2.0,-1.0,-11.0,-4.0,-1.0,5.0,9.0
2011,TOR vs. IND,13.0,0.3999999999999986,1.0999999999999943,22.0,2.0,1.0,11.0,4.0,1.0,-5.0,-9.0
2012,NOP @ MIN,-12.0,-4.0,-6.399999999999999,-7.299999999999997,3.0,-3.0,-6.0,0.0,-1.0,2.0,5.0
2013,MIN vs. NOP,12.0,4.0,6.399999999999999,7.299999999999997,-3.0,3.0,6.0,0.0,1.0,-2.0,-5.0
2014,PHI @ DEN,12.0,7.100000000000001,19.1,-3.5,-1.0,6.0,0.0,3.0,-3.0,3.0,-3.0
2015,DEN vs. PHI,-12.0,-7.100000000000001,-19.1,3.5,1.0,-6.0,0.0,-3.0,3.0,-3.0,3.0
2016,CHA @ LAC,-27.0,-17.099999999999994,-3.799999999999997,25.5,-1.0,-5.0,-17.0,-2.0,-2.0,3.0,-7.0
2017,LAC vs. CHA,27.0,17.099999999999994,3.799999999999997,-25.5,1.0,5.0,17.0,2.0,2.0,-3.0,7.0
2018,TOR @ CHI,6.0,5.399999999999999,6.400000000000002,-6.799999999999997,-2.0,1.0,-1.0,0.0,2.0,0.0,1.0
2019,CHI vs. TOR,-6.0,-5.399999999999999,-6.400000000000002,6.799999999999997,2.0,-1.0,1.0,0.0,-2.0,0.0,-1.0
2020,BKN @ SAS,-18.0,-5.399999999999999,1.4999999999999964,4.1000000000000085,2.0,-7.0,2.0,-1.0,0.0,2.0,-2.0
2021,SAC @ HOU,18.0,5.399999999999999,-1.4999999999999964,-4.1000000000000085,-2.0,7.0,-2.0,1.0,0.0,-2.0,2.0
2022,GSW @ ORL,13.0,10.0,-4.100000000000001,-1.5,3.0,16.0,2.0,-4.0,8.0,8.0,0.0
2023,ORL vs. GSW,-13.0,-10.0,4.100000000000001,1.5,-3.0,-16.0,-2.0,4.0,-8.0,-8.0,0.0
2024,CLE @ IND,-15.0,-7.900000000000006,-11.7,-7.8999999999999915,4.0,3.0,-7.0,-2.0,-6.0,2.0,6.0
2025,IND vs. CLE,15.0,7.900000000000006,11.7,7.8999999999999915,-4.0,-3.0,7.0,2.0,6.0,-2.0,-6.0
2026,POR @ OKC,4.0,-4.299999999999997,2.8000000000000007,12.600000000000009,0.0,-9.0,11.0,2.0,-1.0,-4.0,2.0
2027,OKC vs. POR,-4.0,4.299999999999997,-2.8000000000000007,-12.600000000000009,0.0,9.0,-11.0,-2.0,1.0,4.0,-2.0
2028,SAC @ HOU,4.0,1.2999999999999972,6.800000000000001,18.999999999999993,-5.0,1.0,6.0,-1.0,-5.0,-3.0,3.0
2029,HOU vs. SAC,-4.0,-1.2999999999999972,-6.800000000000001,-18.999999999999993,5.0,-1.0,-6.0,1.0,5.0,3.0,-3.0
2030,BKN @ SAS,-21.0,-7.299999999999997,-11.700000000000003,1.0,-3.0,-10.0,-3.0,0.0,-4.0,0.0,7.0
2031,SAS vs. BKN,21.0,7.299999999999997,11.700000000000003,-1.0,3.0,10.0,3.0,0.0,4.0,0.0,-7.0
2032,ATL @ BOS,1.0,-5.400000000000006,-7.800000000000001,-10.099999999999994,7.0,-3.0,-7.0,1.0,-3.0,-1.0,-7.0
2033,BOS vs. ATL,-1.0,5.400000000000006,7.800000000000001,10.099999999999994,-7.0,3.0,7.0,-1.0,3.0,1.0,7.0
2034,MIL @ LAL,15.0,8.200000000000003,-3.099999999999998,-20.699999999999996,7.0,5.0,-1.0,8.0,-6.0,-6.0,-4.0
2035,LAL vs. MIL,-15.0,-8.200000000000003,3.099999999999998,20.699999999999996,-7.0,-5.0,1.0,-8.0,6.0,6.0,4.0
2036,DAL @ MIN,3.0,-3.0,-22.799999999999997,21.400000000000006,4.0,4.0,10.0,5.0,1.0,-2.0,7.0
2037,MIA @ DEN,-3.0,3.0,22.799999999999997,-21.400000000000006,-4.0,-4.0,-10.0,-5.0,-1.0,2.0,-7.0
2038,POR @ NOP,-2.0,-9.600000000000001,19.3,-5.0,1.0,-10.0,6.0,0.0,-1.0,0.0,-6.0
2039,NOP vs. POR,2.0,9.600000000000001,-19.3,5.0,-1.0,10.0,-6.0,0.0,1.0,0.0,6.0
2040,MIA @ DEN,3.0,3.8000000000000043,7.799999999999997,-26.60000000000001,-3.0,-3.0,0.0,1.0,2.0,0.0,-8.0
2041,DEN vs. MIA,-3.0,-3.8000000000000043,-7.799999999999997,26.60000000000001,3.0,3.0,0.0,-1.0,-2.0,0.0,8.0
2042,WAS @ DET,12.0,3.1000000000000014,-3.200000000000003,-13.100000000000009,1.0,4.0,2.0,5.0,0.0,2.0,6.0
2043,DEN vs. MIA,-12.0,-3.1000000000000014,3.200000000000003,13.100000000000009,-1.0,-4.0,-2.0,-5.0,0.0,-2.0,-6.0
2044,DAL @ MIN,2.0,2.1000000000000014,-1.1000000000000014,-1.2999999999999972,-3.0,-4.0,11.0,6.0,1.0,-6.0,5.0
2045,MIN vs. DAL,-2.0,-2.1000000000000014,1.1000000000000014,1.2999999999999972,3.0,4.0,-11.0,-6.0,-1.0,6.0,-5.0
2046,CHA @ UTA,-3.0,-5.600000000000001,11.899999999999999,-4.5,2.0,-3.0,-4.0,0.0,-6.0,-2.0,-5.0
2047,UTA vs. CHA,3.0,5.600000000000001,-11.899999999999999,4.5,-2.0,3.0,4.0,0.0,6.0,2.0,5.0
2048,MIA @ DEN,-2.0,6.800000000000004,17.799999999999997,4.299999999999997,-13.0,1.0,-3.0,-2.0,2.0,-3.0,-11.0
2049,DET vs. WAS,2.0,-6.800000000000004,-17.799999999999997,-4.299999999999997,13.0,-1.0,3.0,2.0,-2.0,3.0,11.0
2050,WAS @ DET,7.0,6.100000000000001,6.799999999999997,17.799999999999997,-9.0,8.0,-1.0,2.0,0.0,-1.0,3.0
2051,DET vs. WAS,-7.0,-6.100000000000001,-6.799999999999997,-17.799999999999997,9.0,-8.0,1.0,-2.0,0.0,1.0,-3.0
2052,PHX @ LAC,19.0,11.700000000000003,3.700000000000003,-13.999999999999993,-4.0,1.0,9.0,9.0,5.0,-4.0,-3.0
2053,LAC vs. PHX,-19.0,-11.700000000000003,-3.700000000000003,13.999999999999993,4.0,-1.0,-9.0,-9.0,-5.0,4.0,3.0
2054,CHI @ MEM,4.0,-1.7999999999999972,40.0,3.5999999999999943,-3.0,3.0,-3.0,0.0,4.0,0.0,-6.0
2055,MEM vs. CHI,-4.0,1.7999999999999972,-40.0,-3.5999999999999943,3.0,-3.0,3.0,0.0,-4.0,0.0,6.0
2056,SAC @ SAS,-8.0,-1.6999999999999957,16.700000000000003,-9.200000000000003,6.0,1.0,-9.0,-2.0,2.0,3.0,1.0
2057,SAS vs. SAC,8.0,1.6999999999999957,-16.700000000000003,9.200000000000003,-6.0,-1.0,9.0,2.0,-2.0,-3.0,-1.0
2058,HOU @ OKC,-31.0,-20.799999999999997,-20.5,-26.5,7.0,-18.0,-20.0,-2.0,-1.0,-1.0,-10.0
2059,OKC vs. HOU,31.0,20.799999999999997,20.5,26.5,-7.0,18.0,20.0,2.0,1.0,1.0,10.0
2060,ATL @ ORL,-7.0,-11.0,0.3999999999999986,-7.799999999999997,3.0,-7.0,-10.0,-1.0,0.0,-4.0,3.0
2061,ORL vs. ATL,7.0,11.0,-0.3999999999999986,7.799999999999997,-3.0,7.0,10.0,1.0,0.0,4.0,-3.0
2062,SAC @ SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2063,SAC @ SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064,PHI @ LAL,7.0,4.200000000000003,-7.399999999999999,-6.400000000000006,-1.0,-5.0,4.0,9.0,-2.0,-10.0,4.0
2065,LAL vs. PHI,-7.0,-4.200000000000003,7.399999999999999,6.400000000000006,1.0,5.0,-4.0,-9.0,2.0,10.0,-4.0
2066,GSW @ CLE,4.0,2.9000000000000057,-32.2,-12.0,5.0,3.0,9.0,0.0,3.0,2.0,10.0
2067,CLE vs. GSW,-4.0,-2.9000000000000057,32.2,12.0,-5.0,-3.0,-9.0,0.0,-3.0,-2.0,-10.0
2068,CLE @ BOS,-3.0,1.0,14.0,-1.2000000000000028,-3.0,0.0,-5.0,-4.0,-1.0,0.0,3.0
2069,BOS vs. CLE,3.0,-1.0,-14.0,1.2000000000000028,3.0,0.0,5.0,4.0,1.0,0.0,-3.0
2070,PHI @ PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,PHI @ PHX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,DAL @ CHI,22.0,9.399999999999999,32.4,6.700000000000003,0.0,5.0,4.0,-1.0,4.0,1.0,3.0
2073,CHI vs. DAL,-22.0,-9.399999999999999,-32.4,-6.700000000000003,0.0,-5.0,-4.0,1.0,-4.0,-1.0,-3.0
2074,CHA @ ATL,-2.0,2.5999999999999943,-2.5,-9.700000000000003,6.0,-3.0,-3.0,-2.0,-2.0,-2.0,11.0
2075,ATL vs. CHA,2.0,-2.5999999999999943,2.5,9.700000000000003,-6.0,3.0,3.0,2.0,2.0,2.0,-11.0
2076,DET @ WAS,-24.0,-9.700000000000003,-14.100000000000001,11.799999999999997,-5.0,-3.0,-14.0,-1.0,0.0,5.0,-2.0
2077,WAS vs. DET,24.0,9.700000000000003,14.100000000000001,-11.799999999999997,5.0,3.0,14.0,1.0,0.0,-5.0,2.0
2078,BKN @ IND,-14.0,-6.700000000000003,-4.0,-15.200000000000003,0.0,-13.0,-15.0,1.0,2.0,-4.0,4.0
2079,IND vs. BKN,14.0,6.700000000000003,4.0,15.200000000000003,0.0,13.0,15.0,-1.0,-2.0,4.0,-4.0
2080,DAL @ CHI,-11.0,9.300000000000004,11.5,18.200000000000003,-5.0,-11.0,0.0,2.0,3.0,6.0,-7.0
2081,CHA @ ATL,11.0,-9.300000000000004,-11.5,-18.200000000000003,5.0,11.0,0.0,-2.0,-3.0,-6.0,7.0
2082,NYK @ TOR,-15.0,3.799999999999997,-13.600000000000001,-7.400000000000006,-6.0,-2.0,0.0,3.0,0.0,0.0,4.0
2083,TOR vs. NYK,15.0,-3.799999999999997,13.600000000000001,7.400000000000006,6.0,2.0,0.0,-3.0,0.0,0.0,-4.0
2084,DEN @ MEM,-21.0,-4.5,3.3999999999999986,10.099999999999994,-13.0,-8.0,-9.0,-7.0,4.0,7.0,-4.0
2085,MEM vs. DEN,21.0,4.5,-3.3999999999999986,-10.099999999999994,13.0,8.0,9.0,7.0,-4.0,-7.0,4.0
2086,MIN @ MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2087,MIN @ MIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2088,MIN @ MIL,22.0,2.8999999999999986,23.099999999999998,10.200000000000003,3.0,6.0,8.0,2.0,-4.0,-2.0,-5.0
2089,MIL vs. MIN,-22.0,-2.8999999999999986,-23.099999999999998,-10.200000000000003,-3.0,-6.0,-8.0,-2.0,4.0,2.0,5.0
2090,NOP @ HOU,-9.0,-5.299999999999997,22.4,-3.0999999999999943,0.0,-5.0,9.0,-1.0,0.0,-4.0,14.0
2091,HOU vs. NOP,9.0,5.299999999999997,-22.4,3.0999999999999943,0.0,5.0,-9.0,1.0,0.0,4.0,-14.0
2092,UTA @ LAC,-8.0,-3.3999999999999986,15.399999999999999,12.400000000000006,1.0,3.0,4.0,-5.0,0.0,6.0,11.0
2093,LAC vs. UTA,8.0,3.3999999999999986,-15.399999999999999,-12.400000000000006,-1.0,-3.0,-4.0,5.0,0.0,-6.0,-11.0
2094,MIA @ POR,1.0,0.5,14.800000000000004,5.200000000000003,0.0,-5.0,-8.0,7.0,-5.0,-5.0,1.0
